85B4DB2D.txt.ptree,0,5,0..5,Which
85B4DB2D.txt.ptree,0,9,6..14,Democrat
85B4DB2D.txt.ptree,0,12,15..21,voters
85B4DB2D.txt.ptree,0,15,22..25,are
85B4DB2D.txt.ptree,0,18,26..32,racist
85B4DB2D.txt.ptree,0,20,33..38,today
85B4DB2D.txt.ptree,0,22,38..39,?
85B4DB2D.txt.ptree,1,4,40..42,Is
85B4DB2D.txt.ptree,1,7,43..45,it
85B4DB2D.txt.ptree,1,11,46..49,the
85B4DB2D.txt.ptree,1,13,50..52,40
85B4DB2D.txt.ptree,1,15,52..53,%
85B4DB2D.txt.ptree,1,19,54..57,who
85B4DB2D.txt.ptree,1,23,58..61,are
85B4DB2D.txt.ptree,1,27,62..65,not
85B4DB2D.txt.ptree,1,29,66..71,white
85B4DB2D.txt.ptree,1,31,72..74,or
85B4DB2D.txt.ptree,1,35,75..78,the
85B4DB2D.txt.ptree,1,37,79..81,60
85B4DB2D.txt.ptree,1,39,81..82,%
85B4DB2D.txt.ptree,1,43,83..87,that
85B4DB2D.txt.ptree,1,47,88..91,are
85B4DB2D.txt.ptree,1,49,91..92,!
